ItemNumber,ItemName,QuantityOnHand,SellingPrice,Brand,Category
MB-USBFKBBT02,mbeat Bluetooth Mini Keyboard for iPhone; iPad; Smartphones; PS3; HTPC etc.,0,31,mbeat,KEYBOARDS - Wireless
MB-USBFKBBT05W,mbeat White Ultra Slim Metal Bluetooth Keyboard for iPhone; iPad; Smartphones; Tablets; HTPC etc,5,40,mbeat,KEYBOARDS - Wireless
MB-USBFSP01,mbeat Portable Image and Document Scanner,0,83,mbeat,USB AND FIREWIRE PRODUCTS
MB-USBM13HUB,mbeat 13 Port USB 2.0 Hub with Individual Switches and Power Adapter,10,29,mbeat,HUBS AND CARDREADERS
MB-USBM43HUB,mbeat 4 Port USB 3.0 plus 3 Port USB 2.0 Hub with Switches and Power Adapter,10,31,mbeat,HUBS AND CARDREADERS
MB-USB-M7HUB,mbeat 7 Port Powered USB Hub,0,15,mbeat,HUBS AND CARDREADERS
MB-USBMCR168,mbeat USB 3.0 High Speed Card Reader (SD; CF; XD and MS),8,25,mbeat,ADAPTORS / CONVERTERS
MB-USB-MICROOTG,Mbeat micro 5 pins to USB OTG cable for Galaxy Smartphone & Android,0,7.8,mbeat,MobilePhone/Tablet Accessories
MB-USBTAPE01,mBeat Portable USB Tape to Digital Recorder,0,46.5,mbeat,Audio and Visual Products
MB-USBTR08,mbeat USB Turntable and Cassette to Digital Recorder 2-in-1,0,63,mbeat,Audio and Visual Products
MB-USBTR09,mbeat USB turntable with USB/SD Direct Recording Function (No PC required),0,77,mbeat,Audio and Visual Products
ME-541S,"Welland TERA ME-541S 3.5"" SATA to USB3.0 Dual Bay Tool-Free RAID Enclosure - JBOD; RAID 0/1",0,76,WELLAND,EXTERNAL ENCLOSURES
ME-581GNS,"Welland 3.5"" Dual Bay Gigabit NAS with RAID support USB3+RJ45",10,157,WELLAND,EXTERNAL ENCLOSURES
ME-603S,"Welland Turbo Leopard ME-603S 2.5"" + 3.5"" SATA to USB3.0 DUAL BAY HDD Docking Enclosure - Black",10,46,WELLAND,EXTERNAL ENCLOSURES
ME-604E,"Welland Speed Master ME-604E 2.5""/3.5"" SATA III to USB 3.0 HDD Docking External Enclosure",10,37,WELLAND,EXTERNAL ENCLOSURES
ME-604J,"Welland EZStor ME-604J 2.5""/3.5"" SATA to USB2.0 + eSATA HDD Docking Enclosure - Black Plastic; OTB",10,30,WELLAND,EXTERNAL ENCLOSURES
ME-700E,"Welland Speed Master ME-700E 3.5"" IDE + SATAIII to USB3.0 Enclosure - Black Aluminium",10,43,WELLAND,EXTERNAL ENCLOSURES
ME-700Q,"Welland SunBright ME-700Q 3.5"" IDE + SATA to USB2.0 Enclosure - Black Aluminium",10,32,WELLAND,EXTERNAL ENCLOSURES
ME-746E,"Welland Speed Master ME-746E 3.5"" SATA 6G to USB3.0 Enclosure - Black Aluminium",10,35,WELLAND,EXTERNAL ENCLOSURES
ME-746J,"Welland SunBright ME-746J 3.5"" SATA to USB2.0 + eSATA Enclosure - Black Aluminium; OTB",10,30,WELLAND,EXTERNAL ENCLOSURES
ME-751J,"Welland EZStor ME-751 Trayless HDD Rack 5.25"" Bay for 3.5"" SATA HDD/SSD - Anti-Shock; Scratch-Proof",10,33,WELLAND,MOBILE RACKS
ME-753SE,"Welland Turbo Leopard ME-753SE 3.5"" SATA to USB 3.0 & eSATA Tool-Free Enclosure - Black Aluminium",10,43,WELLAND,EXTERNAL ENCLOSURES
ME-940U,WELLAND 2.5 SATA TO 1394/USB2,10,34,WELLAND,EXTERNAL ENCLOSURES
ME-948E,"Welland EZSTOR tools less ME-948E 2.5"" SATA 6G to USB3.0 Enclosure - Black Aluminium",10,26,WELLAND,EXTERNAL ENCLOSURES
ME-EPC101,Welland EZStor EPC-101 Single Port Power over eSata Kit - 1x SCE-200 Adapter included,10,35,WELLAND,ADAPTORS / CONVERTERS
ME-UH304,Welland Turbo Leopard UH-304 4-Port USB 3.0 Hub - Power Adapter included,10,36,WELLAND,USB AND FIREWIRE PRODUCTS
ME-UP314C,Welland Turbo Leopard UP-314C 4-Ports USB 3.0 PCI-E 2.0 Card,10,26,WELLAND,ADAPTORS / CONVERTERS
MHEADPH-1,Stereo Headphones Headset with Microphone and Volume Control,10,4.5,ROCK,Speaker and Headset
MHEADPH-2,High Quality Headphones Headset with Microphone,10,8,ROCK,Speaker and Headset
MHEADPH-4,Rock Soft Padded Headphones Headset with Microphone and Volume Control,5,10,ROCK,Speaker and Headset
MHEADPH-5,Rock Earhook Headphone Headset with Mic/Vol control for VOIP,10,7.8,ROCK,Speaker and Headset
MHEADPH-RE,HEADSET WITH RETRACTABLE CABLE,5,6,ROCK,Speaker and Headset
MHEADPH-USB,8ware USB Headphone Headset with Built-in Microphone,10,21,ROCK,Speaker and Headset
MP-1BK,Black Cloth Mouse Pad 260mm X 220mm X 5mm Thick,10,0.95,8WARE,MICE - Mouse Pad
MP-1BL,Blue Cloth Mouse Pad 260mm X 220mm X 5mm Thick,10,0.95,8WARE,MICE - Mouse Pad
MP-5,Ergonomic Deluxe Mouse Pad with Wrist Rest,10,9,8WARE,MICE - Mouse Pad
MSAS-36P4S-75CM,Mini SAS Controller 36-Pin to 4 x SATA Hard Disk HDD Converter Cable; 75CM,0,23,8WARE,CABLES - SATA/ESATA Cables
MSZ-KBTPG,Mini Multimedia 2.4G Wireless Keyboard with Touch Pad,4,75,ROCK,KEYBOARDS - Wireless
MSZ-LA5DU,Rock 3200 DPI 5 button Laser Tracking Gaming Mouse (800-1600-3200DPI selectable),5,19.9,ROCK,MICE - Gaming
MULTIO-3P,Sunix MIO5079A Multi I/O PCI Controller Card - 2 RS-232 Serial Port and 1 Parallel Port,0,45,SUNIX,ADD ON CARDS
MX-AVIOR-7000,Mionix Avior 7000 Ambidextrous Optical Gaming Mouse; ADNS-3100; Up To 7000 Dpi,0,95,Mionix,MICE - Gaming
MX-AVIOR-8200,Mionix Avior 8200 Ambidextrous Laser Gaming Mouse; 8200 Dpi,1,105,Mionix,MICE - Gaming
MX-NAOS-3200,Mionix Naos 3200 Mouse (NAOS-3200),0,65,Mionix,MICE - Gaming
MX-NAOS-5000,Mionix Naos 5000 Mouse (NAOS-5000),0,105,Mionix,MICE - Gaming
MX-NAOS-7000,Mionix Naos 7000 Optical Gaming Mouse; ADNS-3100 Optical Sensor; Up To 7000 Dpi,0,100,Mionix,MICE - Gaming
MX-NAOS-8200,Mionix Naos 8200 Laser Gaming Mouse; 8200 DPI; 32-Bit ARM-processor,0,110,Mionix,MICE - Gaming
MX-NASH-20,Mionix Nash 20 Analog Stereo Gaming Headset - Design; Sound & Comfort,3,138,Mionix,Speaker and Headset
MX-ZIBAL-60,Mionix Zibal 60 Mechanical Gaming Keyboard (ZIBAL-60),1,156,Mionix,KEYBOARDS - Gaming
MY-ATV1000,Mygica Enjoy TV Android Smart TV Box With T Motion Remote,0,205,MyGica,Audio and Visual Products
MY-T803,MyGica T803F DVB-T USB Dongle with FM; Remote; Antenna,10,47,MyGica,Audio and Visual Products
NB-EGOLF,Deepcool Notebook Cooler Golf Ball-Shape Portable Cooling Stands,0,4.5,DEEPCOOL,Cooling - Notebook Cooling
NB-E-LAP,Deepcool E-Lap - Notebook Cooler On The Lap; With Comfortable Padded Base,4,36,DEEPCOOL,Cooling - Notebook Cooling
NB-ISTANDS3-BK,Deepcool Black Multi-function Desktop Stand for iPad (all versions),10,28,DEEPCOOL,MobilePhone/Tablet Accessories
NB-M3-BK,Deepcool M3 Notebook Cooler- High Cooling Performance With 2.1 Audio System; Black,2,35,DEEPCOOL,Cooling - Notebook Cooling
NB-M5-BK,Deepcool M5 Notebook Cooler- With 2.1 Audio System;usb x2 Black,10,35,DEEPCOOL,Cooling - Notebook Cooling
NB-M6-BK,"Deepcool M6 Black Notebook Cooler (up to 17"") 2.1 Speaker System; 3.5 mm Line In; 4 USB Output",0,48,DEEPCOOL,Cooling - Notebook Cooling
NB-MULTICOREX6,Deepcool Multi Core X6 Notebook Cooler With 2x140mm; 2x100mm Fans; Step Switch & 2 USB Ports,10,24,DEEPCOOL,Cooling - Notebook Cooling
NB-MULTICOREX8,"Deepcool Multi Core X8 17"" Notebook Cooler With 4x100mm Fans; Step Switch & 2 USB Ports",10,33,DEEPCOOL,Cooling - Notebook Cooling
NB-N17-BK,"Deepcool N17 Black Notebook Cooler with 140mm Fan (for NBs up to 14"")",2,15.8,DEEPCOOL,Cooling - Notebook Cooling
NB-N17-BLUE,"Deepcool N17 Blue Notebook Cooler with 140mm Fan (for NBs up to 14"")",8,15.8,DEEPCOOL,Cooling - Notebook Cooling
NB-N17-WH,"Deepcool N17 White Notebook Cooler with 140mm Fan (for NBs up to 14"")",10,15.8,DEEPCOOL,Cooling - Notebook Cooling
NB-N180,"Deepcool N180 Notebook Cooler (Up To 17""); 2 Viewing Angles; Metal Mesh Panel; 18cm Fan; 2x USB",10,22,DEEPCOOL,Cooling - Notebook Cooling
NB-N1-BK,"Deepcool N1 Notebook Cooler (Up to 15.6""); Super Flat Metal Mesh; 18cm Fan; Black",10,19.5,DEEPCOOL,Cooling - Notebook Cooling
NB-N1-WH,"Deepcool N1 Notebook Cooler (Up to 15.6""); Super Flat Metal Mesh; 18cm Fan; White",6,19.5,DEEPCOOL,Cooling - Notebook Cooling
NB-N200,"Deepcool Notebook Cooler Pad Up to 15.6"" Black Aluminium Mesh with 120mm Fan",10,11.5,DEEPCOOL,Cooling - Notebook Cooling
NB-N2000-IV,"Deepcool N2000 IV Notebook Cooler with Dual 140mm Fans (for NBs up to 15.6"")",9,22,DEEPCOOL,Cooling - Notebook Cooling
NB-N2-WH,"Deepcool N2 Notebook Cooler (Up to 17""); Super Flat Metal Mesh; 18cm Fan; White",1,19.5,DEEPCOOL,Cooling - Notebook Cooling
NB-N360,"Deepcool N360 Notebook Cooler (Up To 17""); Angle & Speed Adjustable; Aluminium; 18cm Fan; 4x USB",5,30.5,DEEPCOOL,Cooling - Notebook Cooling
NB-N400,"Deepcool N400 Notebook Cooler (Up To 15.6""); Large Area Metal Mesh; 14cm Fan; USB Pass-Through",10,12.2,DEEPCOOL,Cooling - Notebook Cooling
NB-N600,"Deepcool N600 Notebook Cooler Black with 200mm Fan (for NBs up to 17"")",0,24.9,DEEPCOOL,Cooling - Notebook Cooling
NB-N6000,"Deepcool N6000 Notebook Cooler Black with 200mm Fan (for NBs up to 17"")",10,31,DEEPCOOL,Cooling - Notebook Cooling
NB-N8B,N8 Notebook Cooler Pad Black,10,28.9,DEEPCOOL,Cooling - Notebook Cooling
NB-N9,"Deepcool N9 Notebook Cooler (Up To 17""); Angle Adjustable; Antislip; Aluminium; 18cm Fan; 3x USB",7,44,DEEPCOOL,Cooling - Notebook Cooling
NBS-P01,Rock Crystal Notebook Cooling Station with 4 Port USB Hub,0,33.2,ROCK,Cooling - Notebook Cooling
NB-TT-CLN0015,Thermaltake Massive23 LX - 23cm Fan Ultra Performance Notebook Cooler,10,35,THERMALTAKE,Cooling - Notebook Cooling
NB-TT-CLN001PL14BUA,Thermaltake Massive 14? Notebook Cooler,10,47,THERMALTAKE,Cooling - Notebook Cooling
NB-UPAL,"Deepcool U PAL Black Notebook Cooler with 140mm Fan x 2/USB 3 (for NBs up to 15.6"")",10,25.8,DEEPCOOL,Cooling - Notebook Cooling
NB-WINDPAL-B,"Deepcool Wind Pal Notebook Cooler Black (To 15.6""); 2 Viewing Angles; 2x 14cm Fans; 4x USB",4,24.5,DEEPCOOL,Cooling - Notebook Cooling
NB-WINDPAL-W,"Deepcool Wind Pal Notebook Cooler White (To 15.6""); 2 Viewing Angles; 2x 14cm Fans; 4x USB",0,24.5,DEEPCOOL,Cooling - Notebook Cooling
NB-WINDSHAPER,"Deepcool Notebook Cooler Up to 15.6"" with Adjustable Viewing Angle with Dual 80mm Fans",7,33.9,DEEPCOOL,Cooling - Notebook Cooling
NT-A32S,Noontec Moviedock A3IIS Full HD Media Player,9,75,NOONTEC,Audio and Visual Products
NT-MWK01,Rii Mini Wireless Keyboard Touchpad Presenter Combo (Use with PC),0,50,RiiTek,KEYBOARDS - Wireless
NT-V7S,Noontec MovieHome V7S Full HD 3.5 HDD Media Player Supports MKV; WMV9; H.264; RM/RMVB; Divx; Xvid,0,82,NOONTEC,Audio and Visual Products
OB-1066F,OverBoard Multipurpose Pouch Case Medium (1506) - Waterproof Rating 5 - Dark Grey,2,19.9,Overboard,MobilePhone/Tablet Accessories
PA-ACE65,Acer/Delta OEM 19V 3.42A 5.5x1.7mm 65W Power Adapter.,4,25,Generic,POWER SUPPLIES
PA-ACE65-2.5,Acer OEM  19V 3.42A 5.5x2.5mm 65W,0,25,Generic,POWER SUPPLIES
PA-ACE90,Acer OEM  19V 4.74A 5.5x1.7mm 90W,6,28,Generic,POWER SUPPLIES
PA-APP45-A1234,OEM Macbook Air  Power Adapter  Magsafe 2 45W A1234 A1436,1,75,Generic,POWER SUPPLIES
PA-APP45-A1244,OEM Macbook Air Power Adapter Magsafe 45W A1244,2,68,Generic,POWER SUPPLIES
PA-APP60-A1344,OEM Macbook Pro Power Adapter  Magsafe 60W A1344,9,62,Generic,POWER SUPPLIES
PA-APP60-A1435,OEM Macbook Pro Power Adapter  Magsafe 2  60W A1425 A1435,2,62,Generic,POWER SUPPLIES
PA-APP60R-A1344,Retail box Apple 60W Magsafe  Power adapter for Macbook A1344,3,78,Generic,POWER SUPPLIES
PA-APP85-A1343,OEM Macbook Pro Power Adapter  Magsafe 85W A1343,3,74,Generic,POWER SUPPLIES
PA-APP85-A1424,OEM Macbook Pro Power Adapter  85W Magsafe 2   for 15- and 17- inch Macbook Pro 20v 4.25A. Tip T,1,74,Generic,POWER SUPPLIES
PA-APPHEAD,OEM  Apple Power Adapter NZ Head,10,5,Generic,POWER SUPPLIES
PA-APP-PC,OEM Apple Power Adapter cable plug,10,9.5,Generic,POWER SUPPLIES
PA-ASUS90,Asus OEM 19V 4.74A 5.5x2.5mm 90W,1,28,Generic,POWER SUPPLIES
PA-DE130,Dell OEM Power Adapter PA-4E 19.5V 6.7A 130W (7.4x5.0mm),1,49,Generic,POWER SUPPLIES
PA-DE65,Dell OEM 19.5V 3.34A 7.4x5.0mm 65W PA12 Power Adapter.,3,25,Generic,POWER SUPPLIES
PA-DE90,Dell OEM 19.5V 4.62A 7.4x5.0mm 90W,4,28,Generic,POWER SUPPLIES
PA-DE90SL,Dell OEM  19.5V 4.62A 7.4x5.0mm 90W,5,31,Generic,POWER SUPPLIES
PA-HP120,HP OEM  18.5V 6.5A 7.4x5.0 120W Power Adapter,2,35,Generic,POWER SUPPLIES
PA-HP65,HP OEM 18.5V 3.5A 7.4x5.0mm 65W,8,25,Generic,POWER SUPPLIES
PA-HP65-ENVY,HP OEM  19.5V 3.33A 4.8mm X 1.7mm HP ENVY series 65W,6,25,Generic,POWER SUPPLIES
PA-HP65-YL,HP OEM 18.5v 3.5A 4.8x1.7mm 65W YL,3,25,Generic,POWER SUPPLIES
PA-HP90,HP OEM  19V 4.74A 7.4x5.0mm 90W,3,25,Generic,POWER SUPPLIES
PA-HP90-3.0,HP OEM 19.5V 4.62A 90W Tip pin size: 4.5mm * 3.0mm (Blue with pin in centre) Envy 17,7,28,Generic,POWER SUPPLIES
PA-HP90-BL,HP OEM (Bullet Head) 90W,1,28,Generic,POWER SUPPLIES
PA-LENO65,Lenovo/IBM OEM  20V 3.25A 8.2x5.5mm 65W Power Adapter.,4,25,Generic,POWER SUPPLIES
PA-LENO90,Lenovo OEM 20V 4.5A 8.2x5.5mm 90W,4,28,Generic,POWER SUPPLIES
PA-LENO90S,Lenovo OEM ADLX90NCC3A 20V 4.5A 90W r.Tip Square with pin inside 10.5mm x 4mm,2,28,Generic,POWER SUPPLIES
PA-SAM65,Samsung OEM  19v  3.16A 5.5mmX3.0mm for model NV540 550,4,25,Generic,POWER SUPPLIES
PA-SAM65-1.1,Samsung OEM 19v 2.1A 3.0x1.1mm Power Adapter( Series9; 5; 3; Asus Zenbook UX21,2,25,Generic,POWER SUPPLIES
PA-SAM90,Samsung OEM 19V4.74A 5.5x3.0mm 90W,5,28,Generic,POWER SUPPLIES
PA-SO90,Sony OEM 19.5V 4.7A 6.5x4.4 90W,5,28,Generic,POWER SUPPLIES
PA-TO65,Toshiba OEM  19V 3.42A 5.5x2.5mm 65W Power Adapter,3,25,Generic,POWER SUPPLIES
PA-TO75,Toshiba OEM  15V 5A 6.3x3.0mm 75W,2,25,Generic,POWER SUPPLIES
PA-TO90,Toshiba OEM  19V 4.74A 5.5x2.5 90W,4,28,Generic,POWER SUPPLIES
PA-TO90-3.0,Toshiba OEM  15V 6A 6.3x3.0mm 90W,8,28,Generic,POWER SUPPLIES
PB-HKUSBSAC404,Huntkey 4 Outlet Surge Protected Powerboard with Dual 5V 2.1A USB Ports,10,18.5,HUNTKEY,POWER BOARD
PB-HKUSBSAC604,Huntkey 6 Outlet Surge Protected Powerboard with Dual 5V 2.1A USB Ports,10,24,HUNTKEY,POWER BOARD
PB-HKUSBSAC804,Huntkey 8 Outlet Surge Protected Powerboard with Dual 5V 2.1A USB Ports,10,30,HUNTKEY,POWER BOARD
PCI-1394M,Sunix FWA3010G IEEE 1394A PCI Card 3 External and 1 Internal Connector (FW3010G),7,16.9,SUNIX,ADD ON CARDS
PCIE-FWB,Sunix FWB3414G PCI Express Firewire Card - 2 1394B External; 1 Internal and 1 1394A External,0,72,SUNIX,ADD ON CARDS
PCIE-SATA2EXT,Clearance Price - Sunix SATA1414 PCI Express Serial ATA II Card - 1 Internal and 1 External Port,7,56,SUNIX,ADD ON CARDS
PCIE-SATA3EXT,Sunix SATA1616 PCI Express SATA 3.0 Card 6Gbit/s - 1 Internal and 1 External Port,6,69,SUNIX,ADAPTORS / CONVERTERS
PCIE-U25,Sunix USB4414N PCI Express USB 2.0 Card - 4 External and 1 Internal Port (USB4414N),2,75,SUNIX,ADD ON CARDS
PCIE-U25FWB,Sunix UFC2412 PCI Express Combo Card - 2 USB 2.0 and 2 1394B FireWire External Ports,2,134.75,SUNIX,ADD ON CARDS
PCMCIA-IO,PCI TO PCMCIA 3.5 BAY,3,154.8,SUNIX,CLEARANCE
PCMCIA-U2,Sunix CBU3200E USB 2.0 PCMCIA Card 3 Port,0,44,SUNIX,ADD ON CARDS
PE-0915,Pelican 0915 Memory Case SD/SD Mini,0,30.9,Pelican,Storage Case
PE-0945,Pelican 0945 Memory Card Case Compact Flash (CF),0,30.9,Pelican,Storage Case
PE-1085CCB,"Pelican 1085CC HardBack Case for Notebooks up to 14"" - Black",0,110,Pelican,Storage Case
PE-1095CCB,"Pelican 1095CC HardBack Case for Notebooks up to 15.6"" - Black",0,137,Pelican,Storage Case
PE-1200B,Pelican 1200 Case with Foam - Black,0,81.5,Pelican,Storage Case
PE-1300B,Pelican 1300 Case with Foam - Black,0,94,Pelican,Storage Case
PE-1400B,Pelican 1400 Case with Foam - Black,0,149,Pelican,Storage Case
PE-1430B,Pelican 1430 Case with Foam - Black,0,175,Pelican,Storage Case
PE-1450B,Pelican 1450 Case with Foam - Black,0,191,Pelican,Storage Case
PE-1490B,"Pelican 1490 Notebook Case fits up to 16"" - Black",1,261,Pelican,Storage Case
PE-1495B,"Pelican 1495 Notebook Case up to 17"" - Black",0,288,Pelican,Storage Case
PE-1500B,Pelican 1500 Case with Foam - Black,1,225,Pelican,Storage Case
PE-1510B,Pelican 1510 Case with Foam - Black,0,324,Pelican,Storage Case
PE-1520B,Pelican 1520 Case with Foam - Black,2,289,Pelican,Storage Case
PE-1550B,Pelican 1550 Case with Foam - Black,2,329,Pelican,Storage Case
PE-1560B,Pelican 1560 Case with Foam - Black,1,379,Pelican,Storage Case
PE-1600B,Pelican 1600 Case with Foam - Black,1,389,Pelican,Storage Case
PE-1610B,Pelican 1610 Case with Foam - Black,0,425,Pelican,Storage Case
PE-1620B,Pelican 1620 Case with Foam - Black,0,465,Pelican,Storage Case
PE-1640B,Pelican 1640 Case with Foam - Black,0,545,Pelican,Storage Case
PE-1650B,Pelican 1650 Case with Foam - Black,0,499,Pelican,Storage Case
PE-i1015C,Pelican i1015 iPhone Case - Clear,0,45,Pelican,Storage Case
PE-i1075B,Pelican i1075 HardBack Case (with iPad insert) - Black,1,78,Pelican,Storage Case
PL6-0.25,RJ45M - RJ45M Cat6 Network Cable 25cm,10,1.05,8WARE,CABLES - CAT6 10/100/1000
PL6-0.5,RJ45M - RJ45M Cat6 Network Cable 50cm,10,1.15,8WARE,CABLES - CAT6 10/100/1000
PL6-0.5BLK,Cat 6 UTP Ethernet Cable; Snagless  - 0.5m (50cm) Black,10,1.3,8WARE,CABLES - CAT6 10/100/1000
PL6-0.5ORG,Cat 6 UTP Ethernet Cable; Snagless  - 0.5m (50cm) Orange,10,1.3,8WARE,CABLES - CAT6 10/100/1000
PL6-1,RJ45M - RJ45M Cat6 Network Cable 1m,10,1.39,8WARE,CABLES - CAT6 10/100/1000
PL6-10,Cat 6 UTP Ethernet Cable; Snagless  - 10m Green,10,6.79,8WARE,CABLES - CAT6 10/100/1000
PL6-15,RJ45M - RJ45M Cat6 Network Cable 15m,10,9.7,8WARE,CABLES - CAT6 10/100/1000
PL6-1BLK,Cat 6 UTP Ethernet Cable; Snagless  - 1m (100cm) Black,10,1.39,8WARE,CABLES - CAT6 10/100/1000
PL6-1ORG,Cat 6 UTP Ethernet Cable; Snagless  - 1m (100cm) Orange,10,1.39,8WARE,CABLES - CAT6 10/100/1000
PL6-2,RJ45M - RJ45M Cat6 Network Cable 2m,10,2.1,8WARE,CABLES - CAT6 10/100/1000
PL6-20,RJ45M - RJ45M Cat6 Network Cable 20m,10,12.5,8WARE,CABLES - CAT6 10/100/1000
PL6-20X,RJ45M - RJ45M Cat6 Network Cable 20m Crossover,4,15.5,8WARE,CABLES - CAT6 10/100/1000
PL6-2BLK,Cat 6 UTP Ethernet Cable; Snagless  - 2m Black,10,2.1,8WARE,CABLES - CAT6 10/100/1000
PL6-2ORG,Cat 6 UTP Ethernet Cable; Snagless  - 2m Orange,10,2.1,8WARE,CABLES - CAT6 10/100/1000
PL6-3,RJ45M - RJ45M Cat6 Network Cable 3m,10,2.6,8WARE,CABLES - CAT6 10/100/1000
PL6-30,RJ45M - RJ45M Cat6 Network Cable 30m,10,18.5,8WARE,CABLES - CAT6 10/100/1000
PL6-30X,RJ45M - RJ45M Cat6 Network Cable 30m Crossover,10,25.95,8WARE,CABLES - CAT6 10/100/1000
PL6-40,RJ45M - RJ45M Cat6 Network Cable 40m,10,24.2,8WARE,CABLES - CAT6 10/100/1000
PL6-5,RJ45M - RJ45M Cat6 Network Cable 5m,10,3.79,8WARE,CABLES - CAT6 10/100/1000
PL6-50,RJ45M - RJ45M Cat6 Network Cable 50m,10,29.85,8WARE,CABLES - CAT6 10/100/1000
PN0108,Aten Altusen 8 Port 1U PDU over IP Expansion Unit - 10A Input - Outlet Switching,0,600,ATEN,POWER SUPPLIES
PS-RK500GL,Rock Pure Power 500W 80 Plus Gold OEM PSU,10,67,ROCK,POWER SUPPLIES
PS-RKAMX500SV,Rock Pure Power 500W 80 Plus Silver OEM PSU (Made by FSP),0,59,Generic,POWER SUPPLIES
PS-TST3,Mini ATX Power Supply Tester with Voltage LCD Display,6,39,8WARE,POWER SUPPLIES
PS-TST4,Mini ATX Power Supply Tester with Voltage LCD Display - OEM,10,35,8WARE,POWER SUPPLIES
PVS-XIOS-DS,Pivos XIOS DS Media Play - Ultra Slim Android Entertainment Device /1080P/WiFi/HDMI/XBMC,10,135,PIVOS,Audio and Visual Products
PW-CE278A,HP CE278A 78A Black Compatible Toner Cartridge,0,57,Generic,ACCESSORIES
PW-DR2225,Brother DR2225 Remanufactured Drum Unit,0,81,Generic,ACCESSORIES
PW-DR240CL,Brother DR-240CL  Remanufactured Drum Unit,3,50,Generic,ACCESSORIES
PW-TN2250,Brother TN2250; TN2030; TN2230 Remanufactured Toner Cartridge,2,49,Generic,ACCESSORIES
PW-TN240BK,Brother TN240BK Remanufactured BlackToner Cartridge,10,49,Generic,ACCESSORIES
QK-8053,3.5 ST Plug - 3.5 ST Plug 2M,10,1.8,8WARE,CABLES - Audio/Video Cables
QK-8054,Speaker/Microphone Extension Cable M-F Stereo 5m,10,2.8,8WARE,CABLES - Audio/Video Cables
QK-8055,Speaker/Microphone Extension Cable M-F Stereo 2m,10,2.1,8WARE,CABLES - Audio/Video Cables
QK-8057,3.5 ST Plug - 2 x RCA Plug 2m,10,2.2,8WARE,CABLES - Audio/Video Cables
QK-8065,1 x RCA Plug - 1 x RCA Plug 2m,3,3.5,8WARE,CABLES - Audio/Video Cables
QK-8077,2 x RCA Plug - 2 x RCA Socket Audio 2m Lead,10,3.6,8WARE,CABLES - Audio/Video Cables
QK-8079,2 x RCA Plug - 2 x RCA Plug 2m,10,2,8WARE,CABLES - Audio/Video Cables
QK-8080,3 x RCA Plug - 3 x RCA Plug 2m,0,3,8WARE,CABLES - Audio/Video Cables
QK-8082,3 x RCA Plug - 3 x RCA Plug 20m,10,16,8WARE,CABLES - Audio/Video Cables
RC-3034,Serial Mouse Extension Cable DB9M - DB9F 2m,10,3.5,8WARE,CABLES - Other Cables
RC-3050,VGA Monitor Cable HD15M - HD15M 2m,0,3.3,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 2m,10,4.8,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F10,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 10m,10,14,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F15,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 15m,9,19.3,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F20,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 20m,8,24.3,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F30,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 30m,4,38.5,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3050F5,VGA Monitor Cable HD15M-HD15M with Filter UL Approved 5m,10,8.5,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3051A,VGA Monitor Cable HD15M - HD15M 5m,0,6.9,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054,VGA Monitor Extension Cable HD15M - HD15F 2m,10,3,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 2m,10,4.89,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F10,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 10m,10,16.25,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F15,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 15m,0,23,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F20,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 20m,10,24,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F30,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 30m,10,42,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3054F5,VGA Monitor Extension Cable HD15M-F with Filter UL Approved 5m,10,5.9,8WARE,CABLES - VGA/DVI/HDMI/DP
RC-3068,PS2 Extension Cable MD6M - MD6F 2m,0,1.3,8WARE,CABLES - Other Cables
RC-3078AU,Power Cable (Wall - PC 240V) 1.8m,10,2.65,8WARE,CABLES - Power Cables
RC-3078C5-OEM,3 Core Light Duty Power Cable 2m,10,2.65,8WARE,CABLES - Power Cables
RC-3078C7-OEM,2 Core Light Duty Appliance Power Cable OEM Pack (Appliance -Wall),10,1.75,8WARE,CABLES - Power Cables
